name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Dar al Gani 086,5602,Valid,L6,237.0,Found,1995.0,27.08433,16.119,"(27.084330, 16.119000)"
Dar al Gani 253,5801,Valid,L6,237.0,Found,1997.0,27.11483,16.34333,"(27.114830, 16.343330)"
Acfer 271,279,Valid,H6,237.0,Found,1991.0,27.56111,4.05556,"(27.561110, 4.055560)"
Dar al Gani 639,6186,Valid,LL5,237.0,Found,1998.0,26.94017,16.419,"(26.940170, 16.419000)"
Dar al Gani 701,6248,Valid,L6,237.0,Found,1999.0,26.98333,16.41667,"(26.983330, 16.416670)"
Elephant Moraine 96033,9627,Valid,H6,237.0,Found,1996.0,-76.18333,157.16667,"(-76.183330, 157.166670)"
Asuka 881462,4171,Valid,L6,236.85,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Yamato 790729,26078,Valid,L6,236.8,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Queen Alexandra Range 90282,19086,Valid,L5,236.8,Found,1990.0,-84.58308,162.7736,"(-84.583080, 162.773600)"
Dhofar 1465,51608,Valid,L~6,236.6,Found,2008.0,18.56905,54.17113,"(18.569050, 54.171130)"
Queen Alexandra Range 97019,20426,Valid,LL5,236.6,Found,1997.0,-84.0,168.0,"(-84.000000, 168.000000)"
Elephant Moraine 87582,8132,Valid,L4,236.4,Found,1987.0,-76.18333,157.16667,"(-76.183330, 157.166670)"
Mount Prestrud 95402,16788,Valid,H5,236.3,Found,1995.0,-86.56667,-165.11667,"(-86.566670, -165.116670)"
Grosvenor Mountains 95561,11289,Valid,H6,236.3,Found,1995.0,-85.66667,175.0,"(-85.666670, 175.000000)"
Queen Alexandra Range 90230,19035,Valid,L5,236.3,Found,1990.0,-84.59566,162.36918,"(-84.595660, 162.369180)"
Mount Wisting 95302,16812,Valid,L6,236.2,Found,1995.0,-86.45,-165.43333,"(-86.450000, -165.433330)"
Maroo,15431,Valid,LL6,236.0,Found,1991.0,-25.73333,142.95,"(-25.733330, 142.950000)"
Dar al Gani 026,5542,Valid,LL6,236.0,Found,1995.0,27.11417,16.0015,"(27.114170, 16.001500)"
Dhofar 340,7123,Valid,L4,236.0,Found,2000.0,18.88833,54.75667,"(18.888330, 54.756670)"
Dar al Gani 1003,5620,Valid,H5,236.0,Found,1999.0,27.27833,16.27717,"(27.278330, 16.277170)"
Dar al Gani 088,5604,Valid,H5,236.0,Found,1995.0,27.1425,16.0295,"(27.142500, 16.029500)"
Tuzla,24087,Valid,L6,236.0,Found,1920.0,44.01667,28.63333,"(44.016670, 28.633330)"
Dhofar 137,6922,Valid,L6,236.0,Found,2000.0,19.30133,54.82367,"(19.301330, 54.823670)"
Aguemour 002,401,Valid,L6,236.0,Found,1990.0,26.96667,4.4,"(26.966670, 4.400000)"
Tanezrouft 068,23868,Valid,H4/5,236.0,Found,2002.0,25.25,0.1,"(25.250000, 0.100000)"
Dar al Gani 991,6531,Valid,H5,236.0,Found,2002.0,27.33067,16.2805,"(27.330670, 16.280500)"
Acfer 109,118,Valid,H4/5,236.0,Found,1990.0,27.55,3.76667,"(27.550000, 3.766670)"
Queen Alexandra Range 99090,21542,Valid,L5,235.9,Found,1999.0,-84.0,168.0,"(-84.000000, 168.000000)"
Yamato 981651,30343,Valid,Eucrite,235.88,Found,1998.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Grove Mountains 090128,57363,Valid,L5,235.73,Found,2010.0,-72.77717,75.31267,"(-72.777170, 75.312670)"
Yamato 74450,24828,Valid,Eucrite-pmict,235.6,Found,1974.0,-71.76806,36.00833,"(-71.768060, 36.008330)"
Allan Hills A77009,1324,Valid,H4,235.5,Found,1977.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Allan Hills A77302,1611,Valid,Eucrite-pmict,235.5,Found,1977.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Jiddat al Harasis 285,35603,Valid,H4-5,235.47,Found,2005.0,19.58765,56.45477,"(19.587650, 56.454770)"
Allan Hills A77002,1318,Valid,L5,235.2,Found,1977.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Salina,23108,Valid,Iron,235.0,Found,1908.0,38.98333,-111.85,"(38.983330, -111.850000)"
Dhofar 055,6754,Valid,Eucrite,235.0,Found,1999.0,19.14767,54.77633,"(19.147670, 54.776330)"
Shibayama,23532,Valid,L6,235.0,Found,1969.0,35.765,140.41,"(35.765000, 140.410000)"
Dar al Gani 1044,44879,Valid,LL5,235.0,Found,2006.0,27.45056,16.19167,"(27.450560, 16.191670)"
Acfer 256,264,Valid,H5/6,235.0,Found,1991.0,27.64611,4.39722,"(27.646110, 4.397220)"
Dhofar 762,7508,Valid,H6,235.0,Found,2000.0,18.75133,54.71908,"(18.751330, 54.719080)"
Acfer 122,131,Valid,L4/5,235.0,Found,1990.0,27.5,3.66667,"(27.500000, 3.666670)"
Lewis Cliff 97205,14618,Valid,L6,235.0,Found,1997.0,-84.26667,161.5,"(-84.266670, 161.500000)"
Livingston (Tennessee),14669,Valid,"Iron, IAB-ung",235.0,Found,1937.0,36.41667,-85.25,"(36.416670, -85.250000)"
Mundrabilla 003,16854,Valid,H3,235.0,Found,1972.0,-30.85,127.53333,"(-30.850000, 127.533330)"
Dar al Gani 227,5775,Valid,CO3,235.0,Found,1997.0,27.09017,16.032,"(27.090170, 16.032000)"
Reckling Peak A78001,22456,Valid,L6,234.9,Found,1978.0,-76.26667,159.25,"(-76.266670, 159.250000)"
Yamato 791972,27321,Valid,H4,234.81,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Grove Mountains 090154,57366,Valid,L5,234.76,Found,2010.0,-72.77769,75.31247,"(-72.777690, 75.312470)"
Thiel Mountains 91704,23932,Valid,L4,234.7,Found,1991.0,-85.16496,-94.57511,"(-85.164960, -94.575110)"
Queen Alexandra Range 99195,21646,Valid,H6,234.7,Found,1999.0,-84.0,168.0,"(-84.000000, 168.000000)"
Yamato 790178,25527,Valid,L6,234.7,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 791067,26416,Valid,LL7,234.59,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Allan Hills A77300,1609,Valid,H5,234.5,Found,1977.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Northwest Africa 002,17012,Valid,EL6,234.4,Found,1999.0,29.91667,-5.58333,"(29.916670, -5.583330)"
Elephant Moraine 96030,9624,Valid,H6,234.1,Found,1996.0,-76.18333,157.16667,"(-76.183330, 157.166670)"
Jiddat al Harasis 246,35564,Valid,Mesosiderite,234.1,Found,2005.0,19.97675,56.42622,"(19.976750, 56.426220)"
Dhofar 188,6972,Valid,H4,234.0,Found,2000.0,18.21167,54.14833,"(18.211670, 54.148330)"
Dar al Gani 329,5877,Valid,H5,234.0,Found,1997.0,27.129,16.2655,"(27.129000, 16.265500)"
Daraj 128,6585,Valid,L6,234.0,Found,1986.0,29.32806,11.78222,"(29.328060, 11.782220)"
Shişr 003,23541,Valid,H5,234.0,Found,2000.0,18.5695,53.91017,"(18.569500, 53.910170)"
Allan Hills 84086,688,Valid,L3.8,234.0,Found,1984.0,-77.04172,157.02258,"(-77.041720, 157.022580)"
Dhofar 1523,54476,Valid,L4,234.0,Found,2008.0,18.35167,54.24056,"(18.351670, 54.240560)"
Sayh al Uhaymir 097,23289,Valid,H6,234.0,Found,2000.0,21.1454,56.7875,"(21.145400, 56.787500)"
Acfer 187,195,Valid,CR2,234.0,Found,1990.0,27.46667,3.9,"(27.466670, 3.900000)"
Dhofar 178,6962,Valid,L6,233.9,Found,2000.0,19.09222,54.50389,"(19.092220, 54.503890)"
Asuka 881215,3924,Valid,L6,233.84,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Elephant Moraine 99400,9943,Valid,Howardite,233.8,Found,1999.0,-76.18333,157.16667,"(-76.183330, 157.166670)"
MacAlpine Hills 88128,15292,Valid,H5,233.7,Found,1988.0,-84.21667,160.5,"(-84.216670, 160.500000)"
Meteorite Hills 00484,15719,Valid,L5,233.7,Found,2000.0,-79.68333,155.75,"(-79.683330, 155.750000)"
Grosvenor Mountains 95560,11288,Valid,H6,233.7,Found,1995.0,-85.66667,175.0,"(-85.666670, 175.000000)"
Thiel Mountains 91721,23948,Valid,L4,233.6,Found,1991.0,-85.16349,-94.60018,"(-85.163490, -94.600180)"
Yamato 790345,25694,Valid,LL,233.6,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Meteorite Hills A78010,16606,Valid,H5,233.5,Found,1978.0,-79.68333,155.75,"(-79.683330, 155.750000)"
Queen Alexandra Range 93031,19120,Valid,L5,233.4,Found,1993.0,-84.61784,162.09097,"(-84.617840, 162.090970)"
Yamato 792947,28296,Valid,H3.2-an,233.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Allan Hills A78109,1724,Valid,LL5,233.2,Found,1978.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Asuka 881233,3942,Valid,L6,233.16,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Hammadah al Hamra 263,11746,Valid,LL6,233.0,Found,2000.0,28.45183,12.8735,"(28.451830, 12.873500)"
Dar al Gani 366,5914,Valid,L6,233.0,Found,1997.0,27.8515,15.8715,"(27.851500, 15.871500)"
Dhofar 665,7422,Valid,H5/6,233.0,Found,2001.0,19.10777,54.81222,"(19.107770, 54.812220)"
Dar al Gani 626,6173,Valid,H4,233.0,Found,1998.0,27.35167,16.23567,"(27.351670, 16.235670)"
Acfer 195,203,Valid,H6,233.0,Found,1991.0,27.52472,3.81139,"(27.524720, 3.811390)"
Dhofar 696,7453,Valid,L6,233.0,Found,2002.0,19.23667,54.75833,"(19.236670, 54.758330)"
Hammadah al Hamra 038,11521,Valid,L6,233.0,Found,1990.0,29.08333,12.76667,"(29.083330, 12.766670)"
Sayh al Uhaymir 112,23304,Valid,H5,233.0,Found,2002.0,21.04333,57.29667,"(21.043330, 57.296670)"
Allan Hills 88006,1050,Valid,L4,233.0,Found,1988.0,-76.73304,158.75694,"(-76.733040, 158.756940)"
Hammadah al Hamra 031,11514,Valid,L6,233.0,Found,1990.0,28.78333,13.03333,"(28.783330, 13.033330)"
Jiddat al Harasis 640,52798,Valid,LL5,233.0,Found,2010.0,19.73667,55.67472,"(19.736670, 55.674720)"
Grove Mountains 051622,48206,Valid,L5,233.0,Found,2006.0,-72.994444,75.205556,"(-72.994444, 75.205556)"
Asuka 881517,4226,Valid,L6,232.87,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Allan Hills A80114,1941,Valid,L6,232.8,Found,1980.0,-76.77278,159.28417,"(-76.772780, 159.284170)"
Queen Alexandra Range 97180,20638,Valid,LL5,232.5,Found,1997.0,-84.0,168.0,"(-84.000000, 168.000000)"
Patuxent Range 91511,18130,Valid,L6,232.3,Found,1991.0,-84.96146,-67.51771,"(-84.961460, -67.517710)"
Yamato 792523,27872,Valid,H5,232.24,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Lewis Cliff 87037,13511,Valid,H5,232.2,Found,1987.0,-84.28333,161.08333,"(-84.283330, 161.083330)"
Elephant Moraine 90121,8530,Valid,L6,232.2,Found,1990.0,-76.28,156.46954,"(-76.280000, 156.469540)"
Yamato 790253,25602,Valid,L6,232.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Meteorite Hills 00489,15724,Valid,L3.6,232.0,Found,2000.0,-79.68333,155.75,"(-79.683330, 155.750000)"
Dar al Gani 683,6230,Valid,L6,232.0,Found,1999.0,26.58333,16.8,"(26.583330, 16.800000)"
Dar al Gani 1034,5649,Valid,LL6,232.0,Found,1999.0,27.66733,15.9505,"(27.667330, 15.950500)"
Ramlat as Sahmah 224,35656,Valid,L6,231.66,Found,2003.0,20.54508,56.07122,"(20.545080, 56.071220)"
Pecora Escarpment 91073,18364,Valid,L5,231.6,Found,1991.0,-85.68577,-68.88239,"(-85.685770, -68.882390)"
Allan Hills 85036,902,Valid,H6,231.5,Found,1985.0,-76.83831,156.33386,"(-76.838310, 156.333860)"
Dar al Gani 576,6123,Valid,H4/5,231.5,Found,1998.0,27.2315,16.32617,"(27.231500, 16.326170)"
Dhofar 1578,52011,Valid,H5,231.1,Found,2009.0,19.55387,54.03053,"(19.553870, 54.030530)"
Daraj 120,6579,Valid,H5,231.0,Found,1986.0,29.58333,11.78333,"(29.583330, 11.783330)"
Dar al Gani 028,5544,Valid,L6,231.0,Found,1995.0,27.225,15.0295,"(27.225000, 15.029500)"
Dar al Gani 214,5762,Valid,H6,231.0,Found,1996.0,27.12133,16.0685,"(27.121330, 16.068500)"
Dhofar 1538,53881,Valid,L3.7,231.0,Found,2006.0,18.87717,54.3675,"(18.877170, 54.367500)"
LaPaz Icefield 02232,12499,Valid,LL6,230.9,Found,2002.0,-86.36667,-70.0,"(-86.366670, -70.000000)"
Thiel Mountains 82409,23921,Valid,H5,230.9,Found,1982.0,-85.16514,-94.63074,"(-85.165140, -94.630740)"
Meteorite Hills 00500,15735,Valid,L6,230.7,Found,2000.0,-79.68333,155.75,"(-79.683330, 155.750000)"
Asuka 882019,4728,Valid,L,230.6,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Ramlat as Sahmah 423,55660,Valid,H3.4-5,230.3,Found,2010.0,20.49917,56.49815,"(20.499170, 56.498150)"
Allan Hills 83006,526,Valid,H5,230.2,Found,1983.0,-76.7188,158.77155,"(-76.718800, 158.771550)"
Allan Hills A77287,1597,Valid,H5,230.1,Found,1977.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Asuka 881709,4418,Valid,L3,230.06,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Sayh al Uhaymir 095,23287,Valid,H6,230.0,Found,2000.0,21.12307,56.98238,"(21.123070, 56.982380)"
Dhofar 538,7299,Valid,L5,230.0,Found,2002.0,19.33833,54.605,"(19.338330, 54.605000)"
Kaee,12222,Valid,H5,230.0,Fell,1838.0,27.25,79.96667,"(27.250000, 79.966670)"
Queen Alexandra Range 99092,21544,Valid,L5,230.0,Found,1999.0,-84.0,168.0,"(-84.000000, 168.000000)"
Northwest Africa 038,17048,Valid,H6,230.0,Found,1999.0,27.16667,-9.5,"(27.166670, -9.500000)"
Denver,6660,Valid,L6,230.0,Fell,1967.0,39.7825,-104.93056,"(39.782500, -104.930560)"
Reager,22401,Valid,L6,230.0,Found,1948.0,39.78333,-100.0,"(39.783330, -100.000000)"
Donga Kohrod,7707,Valid,H6,230.0,Fell,1899.0,21.86667,82.45,"(21.866670, 82.450000)"
Dhofar 722,7478,Valid,H3.9,230.0,Found,2001.0,18.68667,54.53333,"(18.686670, 54.533330)"
El Médano 079,56379,Valid,H5,230.0,Found,2011.0,-24.85,-70.53333,"(-24.850000, -70.533330)"
Los Vientos 006,57191,Valid,H4,230.0,Found,2009.0,-24.68333,-69.76667,"(-24.683330, -69.766670)"
Tirupati,24009,Valid,H6,230.0,Fell,1934.0,13.63333,79.41667,"(13.633330, 79.416670)"
Dar al Gani 802,6349,Valid,H6,230.0,Found,2000.0,27.0055,16.47283,"(27.005500, 16.472830)"
Asuka 881140,3849,Valid,L3,229.85,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Asuka 881615,4324,Valid,H4,229.75,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Asuka 87148,2505,Valid,L6,229.74,Found,1987.0,-72.0,26.0,"(-72.000000, 26.000000)"
Ramlat as Sahmah 361,55451,Valid,L5,229.65,Found,2010.0,20.48138,55.59513,"(20.481380, 55.595130)"
Grosvenor Mountains 95548,11276,Valid,L6,229.6,Found,1995.0,-85.66667,175.0,"(-85.666670, 175.000000)"
Redwater,51705,Valid,H4,229.5,Found,2009.0,53.9329,-112.977,"(53.932900, -112.977000)"
Ramlat as Sahmah 365,55455,Valid,H5,229.46,Found,2010.0,20.51112,55.83792,"(20.511120, 55.837920)"
Lonewolf Nunataks 94108,14692,Valid,L6,229.4,Found,1994.0,-81.33333,152.83333,"(-81.333330, 152.833330)"
Asuka 881080,3789,Valid,H3.7,229.36,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
San Juan 004,48681,Valid,L4,229.304,Found,2007.0,-25.447333,-69.860667,"(-25.447333, -69.860667)"
Springfield (b),23690,Valid,L,229.3,Found,1937.0,37.48333,-102.67667,"(37.483330, -102.676670)"
Yamato 86186,29692,Valid,H4,229.26,Found,1986.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Allan Hills A77221,1532,Valid,H4,229.2,Found,1977.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Dar al Gani 064,5580,Valid,L6,229.0,Found,1995.0,27.40633,16.31967,"(27.406330, 16.319670)"
El Médano 097,56608,Valid,L5-6,229.0,Found,2011.0,-24.85,-70.53333,"(-24.850000, -70.533330)"
Acfer 267,275,Valid,LL5-6,229.0,Found,1991.0,27.51056,3.71306,"(27.510560, 3.713060)"
Dhofar 067,6766,Valid,H4,229.0,Found,1999.0,19.18217,54.6445,"(19.182170, 54.644500)"
Allan Hills A81009,1969,Valid,Eucrite-pmict,229.0,Found,1981.0,-76.69778,159.30389,"(-76.697780, 159.303890)"
Allan Hills A81038,1998,Valid,H6,229.0,Found,1981.0,-76.68972,159.26583,"(-76.689720, 159.265830)"
Dar al Gani 271,5819,Valid,L5,229.0,Found,1997.0,27.18383,16.12883,"(27.183830, 16.128830)"
Grove Mountains 022022,46812,Valid,L5,228.6,Found,2003.0,-72.78278,75.3025,"(-72.782780, 75.302500)"
Sayh al Uhaymir 466,51714,Valid,L/LL~5,228.3,Found,2008.0,20.097,56.62447,"(20.097000, 56.624470)"
Acfer 002,12,Valid,H5,228.0,Found,1989.0,27.61667,3.85,"(27.616670, 3.850000)"
Daraj 137,6592,Valid,H4,228.0,Found,1986.0,29.58333,11.78333,"(29.583330, 11.783330)"
El Médano 169,57317,Valid,L6,228.0,Found,2011.0,-24.85,-70.53333,"(-24.850000, -70.533330)"
Catalina 005,56671,Valid,H4,228.0,Found,2010.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
Asuka 881042,3751,Valid,H4,227.94,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Allan Hills 83005,525,Valid,H5,227.9,Found,1983.0,-76.74472,159.40472,"(-76.744720, 159.404720)"
Asuka 880996,3705,Valid,L6,227.81,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Ramlat as Sahmah 295,51896,Valid,H4,227.7,Found,2009.0,20.66973,55.42813,"(20.669730, 55.428130)"
Yamato 82182,29376,Valid,H4,227.64,Found,1982.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Grove Mountains 090591,57383,Valid,LL5,227.61,Found,2010.0,-72.77886,75.31447,"(-72.778860, 75.314470)"
Allan Hills A81067,2027,Valid,H5,227.6,Found,1981.0,-76.69555,159.33083,"(-76.695550, 159.330830)"
Meteorite Hills 01043,16276,Valid,LL6,227.6,Found,2001.0,-79.68333,159.75,"(-79.683330, 159.750000)"
Jiddat al Harasis 786,56518,Valid,L5,227.0,Found,,19.84139,55.88722,"(19.841390, 55.887220)"
Dar al Gani 730,6277,Valid,H5,227.0,Found,1999.0,27.11667,16.31667,"(27.116670, 16.316670)"
Jiddat al Harasis 789,56521,Valid,L6,227.0,Found,,19.70639,55.74222,"(19.706390, 55.742220)"
Asuka 881002,3711,Valid,L6,226.98,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Elephant Moraine 83335,7972,Valid,L6,226.9,Found,1983.0,-76.32333,157.18278,"(-76.323330, 157.182780)"
Ramlat as Sahmah 345,55437,Valid,H6,226.85,Found,2010.0,20.47388,55.51787,"(20.473880, 55.517870)"
Jiddat al Harasis 474,48625,Valid,LL3.7-6,226.806,Found,2007.0,19.81418,56.44562,"(19.814180, 56.445620)"
Tarlton,23880,Valid,H4,226.5,Found,1967.0,39.32,-82.37,"(39.320000, -82.370000)"
Lewis Cliff 93801,14525,Valid,H5,226.5,Found,1993.0,-84.27297,161.72079,"(-84.272970, 161.720790)"
Allan Hills 06007,44864,Valid,H5,226.3,Found,2006.0,-76.70552,158.77583,"(-76.705520, 158.775830)"
Sayh al Uhaymir 184,23357,Valid,L6,226.22,Found,2002.0,20.47633,57.36013,"(20.476330, 57.360130)"
Elephant Moraine 90012,8422,Valid,L4,226.1,Found,1990.0,-76.26938,156.4861,"(-76.269380, 156.486100)"
Yamato 793394,28743,Valid,L6,226.05,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Hammadah al Hamra 022,11505,Valid,H6,226.0,Found,1990.0,28.93333,12.33333,"(28.933330, 12.333330)"
Daraj 113,6572,Valid,H4,226.0,Found,1986.0,29.41278,11.95333,"(29.412780, 11.953330)"
Acfer 060,69,Valid,H4,226.0,Found,1989.0,27.56667,4.16667,"(27.566670, 4.166670)"
Dhofar 588,7345,Valid,L5/6,226.0,Found,2001.0,18.69955,54.19663,"(18.699550, 54.196630)"
Dhofar 601,7358,Valid,H6,226.0,Found,2001.0,18.68805,54.67873,"(18.688050, 54.678730)"
Ingalls,12033,Valid,H6,226.0,Found,1937.0,37.83333,-100.45,"(37.833330, -100.450000)"
Lahmada 018,12431,Valid,H5,226.0,Found,1998.0,27.285,-9.59017,"(27.285000, -9.590170)"
Meteorite Hills 00524,15759,Valid,L6,226.0,Found,2000.0,-79.68333,155.75,"(-79.683330, 155.750000)"
Dhofar 191,6975,Valid,H4,226.0,Found,2000.0,18.405,54.245,"(18.405000, 54.245000)"
Elephant Moraine 96026,9620,Valid,C4/5,226.0,Found,1996.0,-76.18333,157.16667,"(-76.183330, 157.166670)"
Dhofar 828,7574,Valid,H5,225.86,Found,2001.0,19.05978,54.56268,"(19.059780, 54.562680)"
Jiddat al Harasis 341,45865,Valid,L5,225.55,Found,2006.0,19.78568,56.50237,"(19.785680, 56.502370)"
Jiddat al Harasis 242,35560,Valid,H4,225.32,Found,2005.0,19.96162,56.4238,"(19.961620, 56.423800)"
Asuka 881150,3859,Valid,L5,225.27,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Yamato 791004,26353,Valid,H6,225.09,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Meteorite Hills 00527,15762,Valid,L5,225.0,Found,2000.0,-79.68333,155.75,"(-79.683330, 155.750000)"
Catalina 012,57178,Valid,H6,225.0,Found,2010.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
Dhofar 658,7415,Valid,H4/5,225.0,Found,2001.0,19.1073,54.78677,"(19.107300, 54.786770)"
Washougal,24218,Valid,Howardite,225.0,Fell,1939.0,45.58333,-122.35,"(45.583330, -122.350000)"
Grove Mountains 053530,48444,Valid,L6,225.0,Found,2006.0,-72.782222,75.301111,"(-72.782222, 75.301111)"
Acfer 039,49,Valid,L3.8,225.0,Found,1989.0,27.53333,3.91667,"(27.533330, 3.916670)"
Meteorite Hills 01055,16288,Valid,LL5,224.9,Found,2001.0,-79.68333,159.75,"(-79.683330, 159.750000)"
Pecora Escarpment 02075,18257,Valid,L5,224.76,Found,2002.0,-85.63333,-68.7,"(-85.633330, -68.700000)"
Asuka 881021,3730,Valid,LL,224.72,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Lewis Cliff 85326,12796,Valid,H5,224.7,Found,1985.0,-84.28464,161.37553,"(-84.284640, 161.375530)"
Allan Hills 84012,615,Valid,Aubrite,224.7,Found,1984.0,-76.88304,158.53214,"(-76.883040, 158.532140)"
Lewis Cliff 87036,13510,Valid,L6,224.5,Found,1987.0,-84.34819,161.36359,"(-84.348190, 161.363590)"
Asuka 87222,2579,Valid,L3,224.45,Found,1987.0,-72.0,26.0,"(-72.000000, 26.000000)"
Mike,16636,Valid,L6,224.2,Fell,1944.0,46.23333,17.53333,"(46.233330, 17.533330)"
Asuka 881831,4540,Valid,H6,224.08,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Rhall Amane 001,45007,Valid,H4,224.0,Found,2005.0,23.2925,-10.17483,"(23.292500, -10.174830)"
Dhofar 133,6918,Valid,L4,224.0,Found,2000.0,19.072,54.65267,"(19.072000, 54.652670)"
Sayh al Uhaymir 115,23307,Valid,H6,224.0,Found,2000.0,20.46,56.675,"(20.460000, 56.675000)"
Dar al Gani 245,5793,Valid,H6,224.0,Found,1997.0,27.188,16.12883,"(27.188000, 16.128830)"
Thiel Mountains 06002,46406,Valid,L6,224.0,Found,2007.0,-85.16633,-94.71667,"(-85.166330, -94.716670)"
Dar al Gani 566,6113,Valid,L6,223.83,Found,1997.0,27.20517,16.13933,"(27.205170, 16.139330)"
Elephant Moraine 99411,9954,Valid,H6,223.8,Found,1999.0,-76.18333,157.16667,"(-76.183330, 157.166670)"
MacAlpine Hills 88130,15294,Valid,H6,223.7,Found,1988.0,-84.21667,160.5,"(-84.216670, 160.500000)"
Pecora Escarpment 91007,18298,Valid,Eucrite-br,223.6,Found,1991.0,-85.68159,-68.77815,"(-85.681590, -68.778150)"
Yamato 791429,26778,Valid,L3.7,223.53,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Elephant Moraine 96035,9629,Valid,L4,223.5,Found,1996.0,-76.18333,157.16667,"(-76.183330, 157.166670)"
Yamato 791022,26371,Valid,L6,223.38,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Sayh al Uhaymir 094,23286,Valid,Martian (shergottite),223.3,Found,2001.0,20.99115,57.33877,"(20.991150, 57.338770)"
Salar de Atacama,53813,Valid,L6,223.0,Found,2008.0,-23.826,-68.57217,"(-23.826000, -68.572170)"
Dhofar 1626,54491,Valid,Eucrite-an,223.0,Found,2006.0,18.3115,54.12833,"(18.311500, 54.128330)"
Dar al Gani 114,5664,Valid,H5,223.0,Found,1996.0,27.184,16.11183,"(27.184000, 16.111830)"
Dhofar 555,7316,Valid,H6,223.0,Found,2001.0,18.71653,54.36915,"(18.716530, 54.369150)"
Sayh al Uhaymir 267,23440,Valid,L6,223.0,Found,2002.0,20.72205,57.21013,"(20.722050, 57.210130)"
Dar al Gani 644,6191,Valid,L6,223.0,Found,1998.0,27.15733,16.41983,"(27.157330, 16.419830)"
Muroc Dry Lake,16880,Valid,L6,223.0,Found,1936.0,34.91667,-117.83333,"(34.916670, -117.833330)"
Grosvenor Mountains 95543,11271,Valid,L6,222.9,Found,1995.0,-85.66667,175.0,"(-85.666670, 175.000000)"
Yamato 790489,25838,Valid,L,222.8,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 790185,25534,Valid,L6,222.8,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Allan Hills A79002,1877,Valid,H6,222.8,Found,1979.0,-76.70306,159.39166,"(-76.703060, 159.391660)"
Yamato 793242,28591,Valid,L6,222.76,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Asuka 881571,4280,Valid,H6,222.64,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Allan Hills 97101,1289,Valid,H5,222.4,Found,1997.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Meteorite Hills 01018,16251,Valid,EH3,222.4,Found,2001.0,-79.68333,159.75,"(-79.683330, 159.750000)"
Dhofar 1505,53794,Valid,L~6,222.2,Found,2009.0,18.15897,54.26892,"(18.158970, 54.268920)"
Pecora Escarpment 91035,18326,Valid,L6,222.2,Found,1991.0,-85.57644,-68.53658,"(-85.576440, -68.536580)"
Dar al Gani 1036,5651,Valid,Ureilite,222.0,Found,1999.0,27.03367,16.38333,"(27.033670, 16.383330)"
Jiange,12086,Valid,H5,222.0,Fell,1964.0,31.91667,104.91667,"(31.916670, 104.916670)"
